Wavelength (nm)	%T
1488.2	94.138
1488.5	94.1378
1488.8	94.1376
1489	94.1374
1489.2	94.1371
1489.5	94.1369
1489.8	94.1367
1490	94.1364
1490.2	94.1362
1490.5	94.1359
1490.8	94.1356
1491	94.1353
1491.2	94.135
1491.5	94.1347
1491.8	94.1344
1492	94.1341
1492.2	94.1338
1492.5	94.1335
1492.8	94.1331
1493	94.1328
1493.2	94.1324
1493.5	94.1321
1493.8	94.1317
1494	94.1313
1494.2	94.131
1494.5	94.1306
1494.8	94.1302
1495	94.1298
1495.2	94.1294
1495.5	94.129
1495.8	94.1286
1496	94.1282
1496.2	94.1278
1496.5	94.1273
1496.8	94.1269
1497	94.1265
1497.2	94.1261
1497.5	94.1256
1497.8	94.1252
1498	94.1247
1498.2	94.1243
1498.5	94.1238
1498.8	94.1234
1499	94.123
1499.2	94.1225
1499.5	94.122
1499.8	94.1216
1500	94.1211
1500.2	94.1207
1500.5	94.1202
1500.8	94.1198
1501	94.1193
1501.2	94.1188
1501.5	94.1184
1501.8	94.1179
1502	94.1175
1502.2	94.117
1502.5	94.1166
1502.8	94.1161
1503	94.1157
1503.2	94.1152
1503.5	94.1148
1503.8	94.1143
1504	94.1139
1504.2	94.1134
1504.5	94.113
1504.8	94.1126
1505	94.1121
1505.2	94.1117
1505.5	94.1113
1505.8	94.1108
1506	94.1104
1506.2	94.11
1506.5	94.1096
1506.8	94.1092
1507	94.1088
1507.2	94.1084
1507.5	94.108
1507.8	94.1076
1508	94.1073
1508.2	94.1069
1508.5	94.1065
1508.8	94.1062
1509	94.1058
1509.2	94.1055
1509.5	94.1052
1509.8	94.1048
1510	94.1045
1510.2	94.1042
1510.5	94.1039
1510.8	94.1036
1511	94.1033
1511.2	94.103
1511.5	94.1028
1511.8	94.1025
1512	94.1023
1512.2	94.102
1512.5	94.1018
1512.8	94.1016
1513	94.1014
1513.2	94.1012
1513.5	94.101
1513.8	94.1008
1514	94.1006
1514.2	94.1005
1514.5	94.1003
1514.8	94.1002
1515	94.1001
1515.2	94.0999
1515.5	94.0999
1515.8	94.0998
1516	94.0997
1516.2	94.0996
1516.5	94.0996
1516.8	94.0996
1517	94.0995
1517.2	94.0995
1517.5	94.0995
1517.8	94.0996
1518	94.0996
1518.2	94.0996
1518.5	94.0997
1518.8	94.0998
1519	94.0999
1519.2	94.1
1519.5	94.1001
1519.8	94.1002
1520	94.1004
1520.2	94.1006
1520.5	94.1007
1520.8	94.1009
1521	94.1012
1521.2	94.1014
1521.5	94.1016
1521.8	94.1019
1522	94.1022
1522.2	94.1025
1522.5	94.1028
1522.8	94.1031
1523	94.1035
1523.2	94.1038
1523.5	94.1042
1523.8	94.1046
1524	94.105
1524.2	94.1055
1524.5	94.1059
1524.8	94.1064
1525	94.1069
1525.2	94.1074
1525.5	94.1079
1525.8	94.1085
1526	94.109
1526.2	94.1096
1526.5	94.1102
1526.8	94.1108
1527	94.1114
1527.2	94.1121
1527.5	94.1128
1527.8	94.1135
1528	94.1142
1528.2	94.1149
1528.5	94.1156
1528.8	94.1164
1529	94.1172
1529.2	94.118
1529.5	94.1188
1529.8	94.1197
1530	94.1205
1530.2	94.1214
1530.5	94.1223
1530.8	94.1232
1531	94.1242
1531.2	94.1251
1531.5	94.1261
1531.8	94.1271
1532	94.1281
1532.2	94.1292
1532.5	94.1302
1532.8	94.1313
1533	94.1324
1533.2	94.1335
1533.5	94.1346
1533.8	94.1358
1534	94.137
1534.2	94.1382
1534.5	94.1394
1534.8	94.1406
1535	94.1418
1535.2	94.1431
1535.5	94.1444
1535.8	94.1457
1536	94.147
1536.2	94.1484
1536.5	94.1497
1536.8	94.1511
1537	94.1525
1537.2	94.1539
1537.5	94.1554
1537.8	94.1568
1538	94.1583
1538.2	94.1598
1538.5	94.1613
1538.8	94.1629
1539	94.1644
1539.2	94.166
1539.5	94.1675
1539.8	94.1691
1540	94.1708
1540.2	94.1724
1540.5	94.1741
1540.8	94.1757
1541	94.1774
1541.2	94.1791
1541.5	94.1808
1541.8	94.1826
1542	94.1843
1542.2	94.1861
1542.5	94.1879
1542.8	94.1897
1543	94.1915
1543.2	94.1933
1543.5	94.1952
1543.8	94.197
1544	94.1989
1544.2	94.2008
1544.5	94.2027
1544.8	94.2046
1545	94.2065
1545.2	94.2085
1545.5	94.2104
1545.8	94.2124
1546	94.2144
1546.2	94.2164
1546.5	94.2184
1546.8	94.2204
1547	94.2224
1547.2	94.2245
1547.5	94.2265
1547.8	94.2286
1548	94.2307
1548.2	94.2328
1548.5	94.2349
1548.8	94.237
1549	94.2391
1549.2	94.2412
1549.5	94.2434
1549.8	94.2455
1550	94.2476
1550.2	94.2496
1550.5	94.2516
1550.8	94.2536
1551	94.2556
1551.2	94.2576
1551.5	94.2596
1551.8	94.2617
1552	94.2637
1552.2	94.2657
1552.5	94.2678
1552.8	94.2698
1553	94.2718
1553.2	94.2739
1553.5	94.2759
1553.8	94.278
1554	94.28
1554.2	94.2821
1554.5	94.2841
1554.8	94.2862
1555	94.2882
1555.2	94.2903
1555.5	94.2923
1555.8	94.2944
1556	94.2965
1556.2	94.2985
1556.5	94.3005
1556.8	94.3026
1557	94.3046
1557.2	94.3067
1557.5	94.3087
1557.8	94.3107
1558	94.3127
1558.2	94.3148
1558.5	94.3168
1558.8	94.3188
1559	94.3208
1559.2	94.3228
1559.5	94.3247
1559.8	94.3267
1560	94.3287
1560.2	94.3306
1560.5	94.3326
1560.8	94.3345
1561	94.3364
1561.2	94.3383
1561.5	94.3402
1561.8	94.3421
1562	94.344
1562.2	94.3458
1562.5	94.3476
1562.8	94.3495
1563	94.3513
1563.2	94.3531
1563.5	94.3548
1563.8	94.3566
1564	94.3583
1564.2	94.36
1564.5	94.3617
1564.8	94.3634
1565	94.3651
1565.2	94.3667
1565.5	94.3683
1565.8	94.3699
1566	94.3715
1566.2	94.373
1566.5	94.3745
1566.8	94.376
1567	94.3775
1567.2	94.3789
1567.5	94.3803
1567.8	94.3817
1568	94.383
1568.2	94.3843
1568.5	94.3856
1568.8	94.3869
1569	94.3881
1569.2	94.3893
1569.5	94.3905
1569.8	94.3916
1570	94.3927
1570.2	94.3937
1570.5	94.3948
1570.8	94.3957
1571	94.3967
1571.2	94.3976
1571.5	94.3985
1571.8	94.3993
1572	94.4001
1572.2	94.4008
1572.5	94.4015
1572.8	94.4022
1573	94.4028
1573.2	94.4033
1573.5	94.4039
1573.8	94.4043
1574	94.4048
1574.2	94.4051
1574.5	94.4055
1574.8	94.4057
1575	94.406
1575.2	94.4061
1575.5	94.4063
1575.8	94.4063
1576	94.4063
1576.2	94.4063
1576.5	94.4062
1576.8	94.4061
1577	94.4058
1577.2	94.4056
1577.5	94.4053
1577.8	94.4049
1578	94.4044
1578.2	94.4039
1578.5	94.4033
1578.8	94.4027
1579	94.402
1579.2	94.4012
1579.5	94.4004
1579.8	94.3995
1580	94.3985
1580.2	94.3975
1580.5	94.3963
1580.8	94.3952
1581	94.3939
1581.2	94.3926
1581.5	94.3912
1581.8	94.3897
1582	94.3881
1582.2	94.3865
1582.5	94.3848
1582.8	94.383
1583	94.3811
1583.2	94.3792
1583.5	94.3771
1583.8	94.375
1584	94.3728
1584.2	94.3705
1584.5	94.3681
1584.8	94.3657
1585	94.3631
1585.2	94.3605
1585.5	94.3578
1585.8	94.355
1586	94.352
1586.2	94.349
1586.5	94.3459
1586.8	94.3428
1587	94.3395
1587.2	94.3361
1587.5	94.3326
1587.8	94.329
1588	94.3253
1588.2	94.3215
1588.5	94.3176
1588.8	94.3137
1589	94.3096
1589.2	94.3054
1589.5	94.3011
1589.8	94.2966
1590	94.2921
1590.2	94.2875
1590.5	94.2827
1590.8	94.2779
1591	94.2729
1591.2	94.2678
1591.5	94.2626
1591.8	94.2573
1592	94.2519
1592.2	94.2463
1592.5	94.2406
1592.8	94.2349
1593	94.2289
1593.2	94.2229
1593.5	94.2167
1593.8	94.2105
1594	94.204
1594.2	94.1975
1594.5	94.1908
1594.8	94.184
1595	94.1771
1595.2	94.1701
1595.5	94.1629
1595.8	94.1556
1596	94.1481
1596.2	94.1405
1596.5	94.1328
1596.8	94.1249
1597	94.1169
1597.2	94.1087
1597.5	94.1005
1597.8	94.092
1598	94.0834
1598.2	94.0747
1598.5	94.0659
1598.8	94.0569
1599	94.0477
1599.2	94.0384
1599.5	94.0289
1599.8	94.0193
1600	94.0095
1600.2	93.9996
1600.5	93.9896
1600.8	93.9793
1601	93.969
1601.2	93.9584
1601.5	93.9477
1601.8	93.9369
1602	93.9258
1602.2	93.9147
1602.5	93.9033
1602.8	93.8918
1603	93.8801
1603.2	93.8683
1603.5	93.8563
1603.8	93.8441
1604	93.8318
1604.2	93.8192
1604.5	93.8066
1604.8	93.7937
1605	93.7807
1605.2	93.7674
1605.5	93.7541
1605.8	93.7405
1606	93.7268
1606.2	93.7128
1606.5	93.6987
1606.8	93.6845
1607	93.67
1607.2	93.6553
1607.5	93.6405
1607.8	93.6255
1608	93.6103
1608.2	93.5949
1608.5	93.5793
1608.8	93.5636
1609	93.5476
1609.2	93.5315
1609.5	93.5151
1609.8	93.4986
1610	93.4818
1610.2	93.4649
1610.5	93.4478
1610.8	93.4305
1611	93.413
1611.2	93.3953
1611.5	93.3773
1611.8	93.3592
1612	93.3409
1612.2	93.3224
1612.5	93.3036
1612.8	93.2847
1613	93.2656
1613.2	93.2462
1613.5	93.2267
1613.8	93.2069
1614	93.1869
1614.2	93.1668
1614.5	93.1464
1614.8	93.1258
1615	93.105
1615.2	93.0839
1615.5	93.0627
1615.8	93.0412
1616	93.0195
1616.2	92.9976
1616.5	92.9755
1616.8	92.9532
1617	92.9306
1617.2	92.9079
1617.5	92.8849
1617.8	92.8616
1618	92.8382
1618.2	92.8145
1618.5	92.7906
1618.8	92.7665
1619	92.7422
1619.2	92.7176
1619.5	92.6928
1619.8	92.6678
1620	92.6425
1620.2	92.617
1620.5	92.5913
1620.8	92.5654
1621	92.5392
1621.2	92.5128
1621.5	92.4861
1621.8	92.4593
1622	92.4321
1622.2	92.4048
1622.5	92.3772
1622.8	92.3494
1623	92.3213
1623.2	92.293
1623.5	92.2645
1623.8	92.2357
1624	92.2067
1624.2	92.1774
1624.5	92.1479
1624.8	92.1182
1625	92.0882
1625.2	92.058
1625.5	92.0275
1625.8	91.9968
1626	91.9658
1626.2	91.9346
1626.5	91.9032
1626.8	91.8715
1627	91.8396
1627.2	91.8074
1627.5	91.775
1627.8	91.7423
1628	91.7094
1628.2	91.6762
1628.5	91.6428
1628.8	91.6091
1629	91.5752
1629.2	91.541
1629.5	91.5066
1629.8	91.4719
1630	91.437
1630.2	91.4018
1630.5	91.3664
1630.8	91.3307
1631	91.2948
1631.2	91.2586
1631.5	91.2222
1631.8	91.1855
1632	91.1486
1632.2	91.1114
1632.5	91.074
1632.8	91.0363
1633	90.9983
1633.2	90.9601
1633.5	90.9217
1633.8	90.8829
1634	90.844
1634.2	90.8048
1634.5	90.7653
1634.8	90.7256
1635	90.6856
1635.2	90.6453
1635.5	90.6049
1635.8	90.5641
1636	90.5231
1636.2	90.4819
1636.5	90.4404
1636.8	90.3986
1637	90.3566
1637.2	90.3143
1637.5	90.2718
1637.8	90.229
1638	90.186
1638.2	90.1427
1638.5	90.0991
1638.8	90.0553
1639	90.0113
1639.2	89.967
1639.5	89.9224
1639.8	89.8776
1640	89.8326
1640.2	89.7872
1640.5	89.7417
1640.8	89.6959
1641	89.6498
1641.2	89.6035
1641.5	89.5569
1641.8	89.5101
1642	89.463
1642.2	89.4156
1642.5	89.3681
1642.8	89.3202
1643	89.2722
1643.2	89.2238
1643.5	89.1753
1643.8	89.1264
1644	89.0774
1644.2	89.028
1644.5	88.9785
1644.8	88.9287
1645	88.8786
1645.2	88.8283
1645.5	88.7778
1645.8	88.727
1646	88.6759
1646.2	88.6246
1646.5	88.5731
1646.8	88.5214
1647	88.4694
1647.2	88.4171
1647.5	88.3646
1647.8	88.3119
1648	88.2589
1648.2	88.2057
1648.5	88.1523
1648.8	88.0986
1649	88.0447
1649.2	87.9905
1649.5	87.9361
1649.8	87.8815
1650	87.8266
1650.2	87.7715
1650.5	87.7162
1650.8	87.6607
1651	87.6049
1651.2	87.5489
1651.5	87.4926
1651.8	87.4361
1652	87.3795
1652.2	87.3225
1652.5	87.2654
1652.8	87.208
1653	87.1504
1653.2	87.0926
1653.5	87.0345
1653.8	86.9763
1654	86.9178
1654.2	86.8591
1654.5	86.8002
1654.8	86.741
1655	86.6817
1655.2	86.6221
1655.5	86.5623
1655.8	86.5023
1656	86.4421
1656.2	86.3817
1656.5	86.321
1656.8	86.2602
1657	86.1992
1657.2	86.1379
1657.5	86.0764
1657.8	86.0148
1658	85.9529
1658.2	85.8908
1658.5	85.8286
1658.8	85.7661
1659	85.7034
1659.2	85.6406
1659.5	85.5775
1659.8	85.5143
1660	85.4508
1660.2	85.3872
1660.5	85.3233
1660.8	85.2593
1661	85.1951
1661.2	85.1307
1661.5	85.0661
1661.8	85.0013
1662	84.9364
1662.2	84.8712
1662.5	84.8059
1662.8	84.7404
1663	84.6747
1663.2	84.6088
1663.5	84.5428
1663.8	84.4766
1664	84.4102
1664.2	84.3437
1664.5	84.2769
1664.8	84.21
1665	84.143
1665.2	84.0758
1665.5	84.0084
1665.8	83.9408
1666	83.8731
1666.2	83.8052
1666.5	83.7372
1666.8	83.669
1667	83.6006
1667.2	83.5321
1667.5	83.4634
1667.8	83.3946
1668	83.3257
1668.2	83.2565
1668.5	83.1873
1668.8	83.1179
1669	83.0483
1669.2	82.9786
1669.5	82.9088
1669.8	82.8388
1670	82.7687
1670.2	82.6984
1670.5	82.628
1670.8	82.5575
1671	82.4869
1671.2	82.4161
1671.5	82.3452
1671.8	82.2741
1672	82.2029
1672.2	82.1316
1672.5	82.0602
1672.8	81.9887
1673	81.917
1673.2	81.8452
1673.5	81.7733
1673.8	81.7013
1674	81.6292
1674.2	81.5569
1674.5	81.4846
1674.8	81.4121
1675	81.3396
1675.2	81.2669
1675.5	81.1941
1675.8	81.1212
1676	81.0483
1676.2	80.9752
1676.5	80.902
1676.8	80.8287
1677	80.7553
1677.2	80.6819
1677.5	80.6083
1677.8	80.5347
1678	80.4609
1678.2	80.3871
1678.5	80.3132
1678.8	80.2392
1679	80.1651
1679.2	80.091
1679.5	80.0168
1679.8	79.9424
1680	79.8681
1680.2	79.7936
1680.5	79.7191
1680.8	79.6445
1681	79.5698
1681.2	79.4951
1681.5	79.4203
1681.8	79.3454
1682	79.2705
1682.2	79.1955
1682.5	79.1204
1682.8	79.0453
1683	78.9701
1683.2	78.8949
1683.5	78.8196
1683.8	78.7443
1684	78.6689
1684.2	78.5935
1684.5	78.5181
1684.8	78.4425
1685	78.367
1685.2	78.2914
1685.5	78.2157
1685.8	78.1401
1686	78.0643
1686.2	77.9886
1686.5	77.9128
1686.8	77.837
1687	77.7611
1687.2	77.6853
1687.5	77.6094
1687.8	77.5334
1688	77.4575
1688.2	77.3815
1688.5	77.3055
1688.8	77.2295
1689	77.1534
1689.2	77.0774
1689.5	77.0013
1689.8	76.9252
1690	76.8491
1690.2	76.773
1690.5	76.6969
1690.8	76.6207
1691	76.5446
1691.2	76.4685
1691.5	76.3923
1691.8	76.3162
1692	76.2401
1692.2	76.1639
1692.5	76.0878
1692.8	76.0116
1693	75.9355
1693.2	75.8594
1693.5	75.7833
1693.8	75.7072
1694	75.6311
1694.2	75.555
1694.5	75.4789
1694.8	75.4029
1695	75.3269
1695.2	75.2509
1695.5	75.1749
1695.8	75.0989
1696	75.0229
1696.2	74.947
1696.5	74.8711
1696.8	74.7952
1697	74.7194
1697.2	74.6436
1697.5	74.5678
1697.8	74.4921
1698	74.4164
1698.2	74.3407
1698.5	74.265
1698.8	74.1894
1699	74.1139
1699.2	74.0383
1699.5	73.9629
1699.8	73.8874
1700	73.812
1700.2	73.7367
1700.5	73.6614
1700.8	73.5861
1701	73.5109
1701.2	73.4358
1701.5	73.3607
1701.8	73.2856
1702	73.2106
1702.2	73.1357
1702.5	73.0608
1702.8	72.986
1703	72.9112
1703.2	72.8365
1703.5	72.7619
1703.8	72.6873
1704	72.6128
1704.2	72.5384
1704.5	72.464
1704.8	72.3897
1705	72.3155
1705.2	72.2413
1705.5	72.1672
1705.8	72.0932
1706	72.0192
1706.2	71.9453
1706.5	71.8715
1706.8	71.7978
1707	71.7242
1707.2	71.6506
1707.5	71.5771
1707.8	71.5037
1708	71.4304
1708.2	71.3572
1708.5	71.284
1708.8	71.211
1709	71.138
1709.2	71.0651
1709.5	70.9923
1709.8	70.9196
1710	70.847
1710.2	70.7745
1710.5	70.702
1710.8	70.6297
1711	70.5575
1711.2	70.4853
1711.5	70.4133
1711.8	70.3413
1712	70.2695
1712.2	70.1977
1712.5	70.1261
1712.8	70.0545
1713	69.9831
1713.2	69.9117
1713.5	69.8405
1713.8	69.7693
1714	69.6983
1714.2	69.6274
1714.5	69.5566
1714.8	69.4859
1715	69.4153
1715.2	69.3448
1715.5	69.2744
1715.8	69.2042
1716	69.1341
1716.2	69.064
1716.5	68.9941
1716.8	68.9243
1717	68.8546
1717.2	68.7851
1717.5	68.7156
1717.8	68.6463
1718	68.5771
1718.2	68.508
1718.5	68.439
1718.8	68.3702
1719	68.3015
1719.2	68.2329
1719.5	68.1644
1719.8	68.0961
1720	68.0279
1720.2	67.9598
1720.5	67.8918
1720.8	67.824
1721	67.7563
1721.2	67.6887
1721.5	67.6212
1721.8	67.5539
1722	67.4867
1722.2	67.4197
1722.5	67.3528
1722.8	67.286
1723	67.2193
1723.2	67.1528
1723.5	67.0864
1723.8	67.0202
1724	66.9541
1724.2	66.8881
1724.5	66.8222
1724.8	66.7565
1725	66.691
1725.2	66.6256
1725.5	66.5603
1725.8	66.4952
1726	66.4302
1726.2	66.3653
1726.5	66.3006
1726.8	66.236
1727	66.1716
1727.2	66.1073
1727.5	66.0432
1727.8	65.9792
1728	65.9153
1728.2	65.8516
1728.5	65.7881
1728.8	65.7247
1729	65.6614
1729.2	65.5983
1729.5	65.5353
1729.8	65.4725
1730	65.4098
1730.2	65.3473
1730.5	65.285
1730.8	65.2228
1731	65.1607
1731.2	65.0988
1731.5	65.037
1731.8	64.9754
1732	64.914
1732.2	64.8526
1732.5	64.7915
1732.8	64.7305
1733	64.6697
1733.2	64.609
1733.5	64.5485
1733.8	64.4881
1734	64.4279
1734.2	64.3678
1734.5	64.3079
1734.8	64.2481
1735	64.1886
1735.2	64.1291
1735.5	64.0698
1735.8	64.0107
1736	63.9518
1736.2	63.893
1736.5	63.8343
1736.8	63.7758
1737	63.7175
1737.2	63.6594
1737.5	63.6014
1737.8	63.5435
1738	63.4859
1738.2	63.4283
1738.5	63.371
1738.8	63.3138
1739	63.2568
1739.2	63.1999
1739.5	63.1432
1739.8	63.0866
1740	63.0303
1740.2	62.974
1740.5	62.918
1740.8	62.8621
1741	62.8064
1741.2	62.7508
1741.5	62.6954
1741.8	62.6402
1742	62.5851
1742.2	62.5302
1742.5	62.4755
1742.8	62.4209
1743	62.3665
1743.2	62.3123
1743.5	62.2582
1743.8	62.2043
1744	62.1505
1744.2	62.097
1744.5	62.0436
1744.8	61.9903
1745	61.9372
1745.2	61.8843
1745.5	61.8316
1745.8	61.779
1746	61.7266
1746.2	61.6744
1746.5	61.6223
1746.8	61.5704
1747	61.5187
1747.2	61.4671
1747.5	61.4157
1747.8	61.3645
1748	61.3134
1748.2	61.2625
1748.5	61.2118
1748.8	61.1613
1749	61.1109
1749.2	61.0607
1749.5	61.0106
1749.8	60.9608
1750	60.911
1750.2	60.8615
1750.5	60.8121
1750.8	60.7629
1751	60.7139
1751.2	60.6651
1751.5	60.6164
1751.8	60.5679
1752	60.5195
1752.2	60.4713
1752.5	60.4233
1752.8	60.3755
1753	60.3278
1753.2	60.2803
1753.5	60.233
1753.8	60.1858
1754	60.1388
1754.2	60.092
1754.5	60.0454
1754.8	59.9989
1755	59.9526
1755.2	59.9064
1755.5	59.8605
1755.8	59.8147
1756	59.769
1756.2	59.7236
1756.5	59.6783
1756.8	59.6332
1757	59.5882
1757.2	59.5435
1757.5	59.4989
1757.8	59.4544
1758	59.4102
1758.2	59.3661
1758.5	59.3221
1758.8	59.2784
1759	59.2348
1759.2	59.1914
1759.5	59.1481
1759.8	59.1051
1760	59.0622
1760.2	59.0194
1760.5	58.9769
1760.8	58.9345
1761	58.8922
1761.2	58.8502
1761.5	58.8083
1761.8	58.7666
1762	58.725
1762.2	58.6837
1762.5	58.6424
1762.8	58.6014
1763	58.5605
1763.2	58.5198
1763.5	58.4793
1763.8	58.439
1764	58.3988
1764.2	58.3587
1764.5	58.3189
1764.8	58.2792
1765	58.2397
1765.2	58.2003
1765.5	58.1612
1765.8	58.1222
1766	58.0833
1766.2	58.0446
1766.5	58.0061
1766.8	57.9678
1767	57.9296
1767.2	57.8916
1767.5	57.8538
1767.8	57.8161
1768	57.7786
1768.2	57.7413
1768.5	57.7042
1768.8	57.6672
1769	57.6303
1769.2	57.5937
1769.5	57.5572
1769.8	57.5209
1770	57.4847
1770.2	57.4487
1770.5	57.4129
1770.8	57.3772
1771	57.3417
1771.2	57.3064
1771.5	57.2713
1771.8	57.2363
1772	57.2015
1772.2	57.1668
1772.5	57.1323
1772.8	57.098
1773	57.0638
1773.2	57.0298
1773.5	56.996
1773.8	56.9623
1774	56.9288
1774.2	56.8955
1774.5	56.8623
1774.8	56.8293
1775	56.7964
1775.2	56.7638
1775.5	56.7313
1775.8	56.6989
1776	56.6667
1776.2	56.6347
1776.5	56.6028
1776.8	56.5711
1777	56.5396
1777.2	56.5082
1777.5	56.477
1777.8	56.446
1778	56.4151
1778.2	56.3844
1778.5	56.3538
1778.8	56.3234
1779	56.2932
1779.2	56.2631
1779.5	56.2332
1779.8	56.2035
1780	56.1739
1780.2	56.1445
1780.5	56.1152
1780.8	56.0861
1781	56.0572
1781.2	56.0284
1781.5	55.9998
1781.8	55.9713
1782	55.943
1782.2	55.9149
1782.5	55.8869
1782.8	55.8591
1783	55.8315
1783.2	55.804
1783.5	55.7766
1783.8	55.7495
1784	55.7224
1784.2	55.6956
1784.5	55.6689
1784.8	55.6423
1785	55.6159
1785.2	55.5897
1785.5	55.5637
1785.8	55.5377
1786	55.512
1786.2	55.4864
1786.5	55.461
1786.8	55.4357
1787	55.4105
1787.2	55.3856
1787.5	55.3608
1787.8	55.3361
1788	55.3116
1788.2	55.2873
1788.5	55.2631
1788.8	55.2391
1789	55.2152
1789.2	55.1915
1789.5	55.1679
1789.8	55.1445
1790	55.1212
1790.2	55.0981
1790.5	55.0752
1790.8	55.0524
1791	55.0298
1791.2	55.0073
1791.5	54.985
1791.8	54.9628
1792	54.9408
1792.2	54.9189
1792.5	54.8972
1792.8	54.8756
1793	54.8542
1793.2	54.833
1793.5	54.8119
1793.8	54.7909
1794	54.7701
1794.2	54.7495
1794.5	54.729
1794.8	54.7086
1795	54.6884
1795.2	54.6684
1795.5	54.6485
1795.8	54.6288
1796	54.6092
1796.2	54.5897
1796.5	54.5705
1796.8	54.5513
1797	54.5323
1797.2	54.5135
1797.5	54.4948
1797.8	54.4763
1798	54.4579
1798.2	54.4396
1798.5	54.4215
1798.8	54.4036
1799	54.3858
1799.2	54.3682
1799.5	54.3507
1799.8	54.3333
1800	54.3161
1800.2	54.299
1800.5	54.2821
1800.8	54.2654
1801	54.2488
1801.2	54.2323
1801.5	54.216
1801.8	54.1998
1802	54.1838
1802.2	54.1679
1802.5	54.1521
1802.8	54.1365
1803	54.1211
1803.2	54.1058
1803.5	54.0906
1803.8	54.0756
1804	54.0608
1804.2	54.046
1804.5	54.0315
1804.8	54.017
1805	54.0027
1805.2	53.9886
1805.5	53.9746
1805.8	53.9607
1806	53.947
1806.2	53.9334
1806.5	53.92
1806.8	53.9067
1807	53.8936
1807.2	53.8806
1807.5	53.8677
1807.8	53.855
1808	53.8424
1808.2	53.83
1808.5	53.8177
1808.8	53.8055
1809	53.7935
1809.2	53.7817
1809.5	53.7699
1809.8	53.7583
1810	53.7469
1810.2	53.7356
1810.5	53.7244
1810.8	53.7134
1811	53.7025
1811.2	53.6917
1811.5	53.6811
1811.8	53.6707
1812	53.6603
1812.2	53.6501
1812.5	53.6401
1812.8	53.6302
1813	53.6204
1813.2	53.6107
1813.5	53.6012
1813.8	53.5919
1814	53.5826
1814.2	53.5735
1814.5	53.5646
1814.8	53.5558
1815	53.5471
1815.2	53.5385
1815.5	53.5301
1815.8	53.5218
1816	53.5137
1816.2	53.5057
1816.5	53.4978
1816.8	53.4901
1817	53.4825
1817.2	53.4751
1817.5	53.4677
1817.8	53.4605
1818	53.4535
1818.2	53.4465
1818.5	53.4398
1818.8	53.4331
1819	53.4266
1819.2	53.4202
1819.5	53.4139
1819.8	53.4078
1820	53.4018
1820.2	53.396
1820.5	53.3902
1820.8	53.3847
1821	53.3792
1821.2	53.3739
1821.5	53.3687
1821.8	53.3636
1822	53.3587
1822.2	53.3539
1822.5	53.3492
1822.8	53.3447
1823	53.3403
1823.2	53.336
1823.5	53.3318
1823.8	53.3278
1824	53.3239
1824.2	53.3202
1824.5	53.3165
1824.8	53.313
1825	53.3097
1825.2	53.3064
1825.5	53.3033
1825.8	53.3003
1826	53.2975
1826.2	53.2948
1826.5	53.2922
1826.8	53.2897
1827	53.2874
1827.2	53.2852
1827.5	53.2831
1827.8	53.2811
1828	53.2793
1828.2	53.2776
1828.5	53.276
1828.8	53.2746
1829	53.2732
1829.2	53.272
1829.5	53.271
1829.8	53.27
1830	53.2692
1830.2	53.2685
1830.5	53.2679
1830.8	53.2675
1831	53.2672
1831.2	53.267
1831.5	53.2669
1831.8	53.267
1832	53.2672
1832.2	53.2675
1832.5	53.2679
1832.8	53.2685
1833	53.2691
1833.2	53.2699
1833.5	53.2709
1833.8	53.2719
1834	53.2731
1834.2	53.2744
1834.5	53.2758
1834.8	53.2773
1835	53.279
1835.2	53.2808
1835.5	53.2827
1835.8	53.2847
1836	53.2869
1836.2	53.2891
1836.5	53.2915
1836.8	53.294
1837	53.2967
1837.2	53.2994
1837.5	53.3023
1837.8	53.3053
1838	53.3084
1838.2	53.3117
1838.5	53.315
1838.8	53.3185
1839	53.3221
1839.2	53.3258
1839.5	53.3296
1839.8	53.3336
1840	53.3377
1840.2	53.3419
1840.5	53.3462
1840.8	53.3506
1841	53.3552
1841.2	53.3598
1841.5	53.3646
1841.8	53.3695
1842	53.3745
1842.2	53.3797
1842.5	53.3849
1842.8	53.3903
1843	53.3958
1843.2	53.4014
1843.5	53.4071
1843.8	53.4129
1844	53.4189
1844.2	53.425
1844.5	53.4311
1844.8	53.4374
1845	53.4439
1845.2	53.4504
1845.5	53.457
1845.8	53.4638
1846	53.4707
1846.2	53.4777
1846.5	53.4848
1846.8	53.492
1847	53.4993
1847.2	53.5068
1847.5	53.5143
1847.8	53.522
1848	53.5298
1848.2	53.5377
1848.5	53.5457
1848.8	53.5539
1849	53.5621
1849.2	53.5705
1849.5	53.5789
1849.8	53.5875
1850	53.5962
1850.2	53.605
1850.5	53.6139
1850.8	53.6229
1851	53.6321
1851.2	53.6413
1851.5	53.6507
1851.8	53.6602
1852	53.6698
1852.2	53.6794
1852.5	53.6892
1852.8	53.6992
1853	53.7092
1853.2	53.7193
1853.5	53.7296
1853.8	53.7399
1854	53.7504
1854.2	53.761
1854.5	53.7716
1854.8	53.7824
1855	53.7933
1855.2	53.8043
1855.5	53.8155
1855.8	53.8267
1856	53.838
1856.2	53.8495
1856.5	53.861
1856.8	53.8727
1857	53.8844
1857.2	53.8963
1857.5	53.9083
1857.8	53.9204
1858	53.9326
1858.2	53.9449
1858.5	53.9573
1858.8	53.9698
1859	53.9824
1859.2	53.9951
1859.5	54.008
1859.8	54.0209
