Wavelength (nm)	%T
1116.2	93.5189
1116.5	93.5215
1116.8	93.5241
1117	93.5266
1117.2	93.5292
1117.5	93.5318
1117.8	93.5343
1118	93.5369
1118.2	93.5394
1118.5	93.5419
1118.8	93.5445
1119	93.547
1119.2	93.5495
1119.5	93.552
1119.8	93.5544
1120	93.5569
1120.2	93.5594
1120.5	93.5618
1120.8	93.5642
1121	93.5666
1121.2	93.569
1121.5	93.5714
1121.8	93.5738
1122	93.5761
1122.2	93.5784
1122.5	93.5807
1122.8	93.583
1123	93.5853
1123.2	93.5875
1123.5	93.5897
1123.8	93.5919
1124	93.5941
1124.2	93.5963
1124.5	93.5984
1124.8	93.6005
1125	93.6026
1125.2	93.6046
1125.5	93.6067
1125.8	93.6087
1126	93.6107
1126.2	93.6126
1126.5	93.6146
1126.8	93.6165
1127	93.6183
1127.2	93.6202
1127.5	93.622
1127.8	93.6238
1128	93.6256
1128.2	93.6273
1128.5	93.629
1128.8	93.6307
1129	93.6323
1129.2	93.6339
1129.5	93.6355
1129.8	93.637
1130	93.6386
1130.2	93.64
1130.5	93.6415
1130.8	93.6429
1131	93.6443
1131.2	93.6456
1131.5	93.6469
1131.8	93.6482
1132	93.6495
1132.2	93.6507
1132.5	93.6519
1132.8	93.653
1133	93.6541
1133.2	93.6552
1133.5	93.6562
1133.8	93.6572
1134	93.6582
1134.2	93.6591
1134.5	93.66
1134.8	93.6609
1135	93.6617
1135.2	93.6625
1135.5	93.6632
1135.8	93.664
1136	93.6646
1136.2	93.6653
1136.5	93.6659
1136.8	93.6665
1137	93.667
1137.2	93.6675
1137.5	93.668
1137.8	93.6684
1138	93.6688
1138.2	93.6691
1138.5	93.6694
1138.8	93.6697
1139	93.67
1139.2	93.6702
1139.5	93.6703
1139.8	93.6705
1140	93.6706
1140.2	93.6707
1140.5	93.6707
1140.8	93.6707
1141	93.6706
1141.2	93.6706
1141.5	93.6705
1141.8	93.6703
1142	93.6701
1142.2	93.6699
1142.5	93.6697
1142.8	93.6694
1143	93.6691
1143.2	93.6687
1143.5	93.6684
1143.8	93.6679
1144	93.6675
1144.2	93.667
1144.5	93.6665
1144.8	93.666
1145	93.6654
1145.2	93.6648
1145.5	93.6642
1145.8	93.6635
1146	93.6628
1146.2	93.6621
1146.5	93.6613
1146.8	93.6605
1147	93.6597
1147.2	93.6589
1147.5	93.658
1147.8	93.6571
1148	93.6562
1148.2	93.6553
1148.5	93.6543
1148.8	93.6533
1149	93.6523
1149.2	93.6512
1149.5	93.6501
1149.8	93.649
1150	93.6479
1150.2	93.6468
1150.5	93.6456
1150.8	93.6444
1151	93.6432
1151.2	93.6419
1151.5	93.6407
1151.8	93.6394
1152	93.6381
1152.2	93.6368
1152.5	93.6355
1152.8	93.6341
1153	93.6327
1153.2	93.6313
1153.5	93.6299
1153.8	93.6285
1154	93.6271
1154.2	93.6256
1154.5	93.6241
1154.8	93.6226
1155	93.6211
1155.2	93.6196
1155.5	93.6181
1155.8	93.6166
1156	93.615
1156.2	93.6134
1156.5	93.6119
1156.8	93.6103
1157	93.6087
1157.2	93.6071
1157.5	93.6055
1157.8	93.6038
1158	93.6022
1158.2	93.6006
1158.5	93.5989
1158.8	93.5973
1159	93.5956
1159.2	93.594
1159.5	93.5923
1159.8	93.5906
1160	93.589
1160.2	93.5873
1160.5	93.5856
1160.8	93.5839
1161	93.5822
1161.2	93.5805
1161.5	93.5789
1161.8	93.5772
1162	93.5755
1162.2	93.5738
1162.5	93.5721
1162.8	93.5705
1163	93.5688
1163.2	93.5671
1163.5	93.5654
1163.8	93.5638
1164	93.5621
1164.2	93.5605
1164.5	93.5588
1164.8	93.5572
1165	93.5555
1165.2	93.5539
1165.5	93.5523
1165.8	93.5507
1166	93.5491
1166.2	93.5475
1166.5	93.5459
1166.8	93.5443
1167	93.5428
1167.2	93.5412
1167.5	93.5397
1167.8	93.5381
1168	93.5366
1168.2	93.5351
1168.5	93.5336
1168.8	93.5322
1169	93.5307
1169.2	93.5292
1169.5	93.5278
1169.8	93.5264
1170	93.525
1170.2	93.5236
1170.5	93.5222
1170.8	93.5209
1171	93.5196
1171.2	93.5182
1171.5	93.5169
1171.8	93.5157
1172	93.5144
1172.2	93.5132
1172.5	93.5119
1172.8	93.5107
1173	93.5096
1173.2	93.5084
1173.5	93.5073
1173.8	93.5061
1174	93.505
1174.2	93.504
1174.5	93.5029
1174.8	93.5019
1175	93.5009
1175.2	93.4999
1175.5	93.4989
1175.8	93.498
1176	93.4971
1176.2	93.4962
1176.5	93.4953
1176.8	93.4945
1177	93.4937
1177.2	93.4929
1177.5	93.4921
1177.8	93.4913
1178	93.4906
1178.2	93.4899
1178.5	93.4893
1178.8	93.4886
1179	93.488
1179.2	93.4874
1179.5	93.4869
1179.8	93.4864
1180	93.4859
1180.2	93.4854
1180.5	93.4849
1180.8	93.4845
1181	93.4841
1181.2	93.4837
1181.5	93.4834
1181.8	93.4831
1182	93.4828
1182.2	93.4825
1182.5	93.4823
1182.8	93.4821
1183	93.4819
1183.2	93.4818
1183.5	93.4817
1183.8	93.4816
1184	93.4815
1184.2	93.4815
1184.5	93.4815
1184.8	93.4815
1185	93.4816
1185.2	93.4817
1185.5	93.4818
1185.8	93.4819
1186	93.4821
1186.2	93.4823
1186.5	93.4825
1186.8	93.4828
1187	93.483
1187.2	93.4834
1187.5	93.4837
1187.8	93.4841
1188	93.4845
1188.2	93.4849
1188.5	93.4853
1188.8	93.4858
1189	93.4863
1189.2	93.4868
1189.5	93.4874
1189.8	93.488
1190	93.4886
1190.2	93.4892
1190.5	93.4899
1190.8	93.4906
1191	93.4913
1191.2	93.492
1191.5	93.4928
1191.8	93.4936
1192	93.4944
1192.2	93.4953
1192.5	93.4962
1192.8	93.4971
1193	93.498
1193.2	93.4989
1193.5	93.4999
1193.8	93.5009
1194	93.5019
1194.2	93.503
1194.5	93.504
1194.8	93.5051
1195	93.5063
1195.2	93.5074
1195.5	93.5086
1195.8	93.5097
1196	93.5109
1196.2	93.5122
1196.5	93.5134
1196.8	93.5147
1197	93.516
1197.2	93.5173
1197.5	93.5186
1197.8	93.52
1198	93.5214
1198.2	93.5228
1198.5	93.5242
1198.8	93.5256
1199	93.5271
1199.2	93.5285
1199.5	93.53
1199.8	93.5315
1200	93.533
1200.2	93.5346
1200.5	93.5361
1200.8	93.5377
1201	93.5393
1201.2	93.5409
1201.5	93.5425
1201.8	93.5441
1202	93.5458
1202.2	93.5475
1202.5	93.5491
1202.8	93.5508
1203	93.5525
1203.2	93.5543
1203.5	93.556
1203.8	93.5577
1204	93.5595
1204.2	93.5613
1204.5	93.563
1204.8	93.5648
1205	93.5666
1205.2	93.5684
1205.5	93.5702
1205.8	93.5721
1206	93.5739
1206.2	93.5758
1206.5	93.5776
1206.8	93.5795
1207	93.5813
1207.2	93.5832
1207.5	93.5851
1207.8	93.587
1208	93.5889
1208.2	93.5908
1208.5	93.5927
1208.8	93.5946
1209	93.5965
1209.2	93.5984
1209.5	93.6003
1209.8	93.6023
1210	93.6042
1210.2	93.6061
1210.5	93.6081
1210.8	93.61
1211	93.6119
1211.2	93.6139
1211.5	93.6158
1211.8	93.6177
1212	93.6197
1212.2	93.6216
1212.5	93.6236
1212.8	93.6255
1213	93.6274
1213.2	93.6294
1213.5	93.6313
1213.8	93.6332
1214	93.6351
1214.2	93.637
1214.5	93.639
1214.8	93.6409
1215	93.6428
1215.2	93.6447
1215.5	93.6466
1215.8	93.6485
1216	93.6504
1216.2	93.6522
1216.5	93.6541
1216.8	93.656
1217	93.6578
1217.2	93.6597
1217.5	93.6615
1217.8	93.6634
1218	93.6652
1218.2	93.667
1218.5	93.6688
1218.8	93.6706
1219	93.6724
1219.2	93.6742
1219.5	93.676
1219.8	93.6777
1220	93.6795
1220.2	93.6812
1220.5	93.6829
1220.8	93.6846
1221	93.6863
1221.2	93.688
1221.5	93.6897
1221.8	93.6914
1222	93.693
1222.2	93.6946
1222.5	93.6963
1222.8	93.6979
1223	93.6995
1223.2	93.7011
1223.5	93.7026
1223.8	93.7042
1224	93.7057
1224.2	93.7072
1224.5	93.7087
1224.8	93.7102
1225	93.7117
1225.2	93.7131
1225.5	93.7146
1225.8	93.716
1226	93.7174
1226.2	93.7188
1226.5	93.7202
1226.8	93.7215
1227	93.7228
1227.2	93.7242
1227.5	93.7255
1227.8	93.7267
1228	93.728
1228.2	93.7293
1228.5	93.7305
1228.8	93.7317
1229	93.7329
1229.2	93.734
1229.5	93.7352
1229.8	93.7363
1230	93.7374
1230.2	93.7385
1230.5	93.7396
1230.8	93.7407
1231	93.7417
1231.2	93.7427
1231.5	93.7437
1231.8	93.7447
1232	93.7456
1232.2	93.7466
1232.5	93.7475
1232.8	93.7484
1233	93.7492
1233.2	93.7501
1233.5	93.7509
1233.8	93.7517
1234	93.7525
1234.2	93.7533
1234.5	93.754
1234.8	93.7547
1235	93.7555
1235.2	93.7561
1235.5	93.7568
1235.8	93.7574
1236	93.7581
1236.2	93.7587
1236.5	93.7593
1236.8	93.7598
1237	93.7603
1237.2	93.7609
1237.5	93.7614
1237.8	93.7618
1238	93.7623
1238.2	93.7627
1238.5	93.7632
1238.8	93.7635
1239	93.7639
1239.2	93.7643
1239.5	93.7646
1239.8	93.7649
1240	93.7652
1240.2	93.7655
1240.5	93.7657
1240.8	93.766
1241	93.7662
1241.2	93.7664
1241.5	93.7666
1241.8	93.7667
1242	93.7669
1242.2	93.767
1242.5	93.7671
1242.8	93.7671
1243	93.7672
1243.2	93.7672
1243.5	93.7673
1243.8	93.7673
1244	93.7673
1244.2	93.7672
1244.5	93.7672
1244.8	93.7671
1245	93.767
1245.2	93.7669
1245.5	93.7668
1245.8	93.7667
1246	93.7665
1246.2	93.7663
1246.5	93.7661
1246.8	93.7659
1247	93.7657
1247.2	93.7655
1247.5	93.7652
1247.8	93.7649
1248	93.7647
1248.2	93.7644
1248.5	93.764
1248.8	93.7637
1249	93.7634
1249.2	93.763
1249.5	93.7626
1249.8	93.7622
1250	93.7618
1250.2	93.7614
1250.5	93.761
1250.8	93.7605
1251	93.7601
1251.2	93.7596
1251.5	93.7591
1251.8	93.7586
1252	93.7581
1252.2	93.7576
1252.5	93.7571
1252.8	93.7565
1253	93.756
1253.2	93.7554
1253.5	93.7549
1253.8	93.7543
1254	93.7537
1254.2	93.7531
1254.5	93.7525
1254.8	93.7518
1255	93.7512
1255.2	93.7506
1255.5	93.7499
1255.8	93.7493
1256	93.7486
1256.2	93.7479
1256.5	93.7472
1256.8	93.7465
1257	93.7459
1257.2	93.7452
1257.5	93.7444
1257.8	93.7437
1258	93.743
1258.2	93.7423
1258.5	93.7416
1258.8	93.7408
1259	93.7401
1259.2	93.7393
1259.5	93.7386
1259.8	93.7378
1260	93.7371
1260.2	93.7363
1260.5	93.7356
1260.8	93.7348
1261	93.734
1261.2	93.7332
1261.5	93.7325
1261.8	93.7317
1262	93.7309
1262.2	93.7301
1262.5	93.7294
1262.8	93.7286
1263	93.7278
1263.2	93.727
1263.5	93.7262
1263.8	93.7255
1264	93.7247
1264.2	93.7239
1264.5	93.7231
1264.8	93.7224
1265	93.7216
1265.2	93.7208
1265.5	93.72
1265.8	93.7193
1266	93.7185
1266.2	93.7177
1266.5	93.717
1266.8	93.7162
1267	93.7155
1267.2	93.7147
1267.5	93.714
1267.8	93.7133
1268	93.7125
1268.2	93.7118
1268.5	93.7111
1268.8	93.7103
1269	93.7096
1269.2	93.7089
1269.5	93.7082
1269.8	93.7075
1270	93.7068
1270.2	93.7062
1270.5	93.7055
1270.8	93.7048
1271	93.7042
1271.2	93.7035
1271.5	93.7029
1271.8	93.7022
1272	93.7016
1272.2	93.701
1272.5	93.7004
1272.8	93.6998
1273	93.6992
1273.2	93.6986
1273.5	93.698
1273.8	93.6975
1274	93.6969
1274.2	93.6964
1274.5	93.6958
1274.8	93.6953
1275	93.6948
1275.2	93.6943
1275.5	93.6938
1275.8	93.6933
1276	93.6929
1276.2	93.6924
1276.5	93.692
1276.8	93.6915
1277	93.6911
1277.2	93.6907
1277.5	93.6903
1277.8	93.6899
1278	93.6896
1278.2	93.6892
1278.5	93.6889
1278.8	93.6885
1279	93.6882
1279.2	93.6879
1279.5	93.6876
1279.8	93.6873
1280	93.6871
1280.2	93.6868
1280.5	93.6866
1280.8	93.6863
1281	93.6861
1281.2	93.6859
1281.5	93.6857
1281.8	93.6856
1282	93.6854
1282.2	93.6853
1282.5	93.6852
1282.8	93.6851
1283	93.685
1283.2	93.6849
1283.5	93.6848
1283.8	93.6848
1284	93.6847
1284.2	93.6847
1284.5	93.6847
1284.8	93.6847
1285	93.6847
1285.2	93.6848
1285.5	93.6848
1285.8	93.6849
1286	93.685
1286.2	93.6851
1286.5	93.6852
1286.8	93.6853
1287	93.6855
1287.2	93.6856
1287.5	93.6858
1287.8	93.686
1288	93.6862
1288.2	93.6864
1288.5	93.6867
1288.8	93.6869
1289	93.6872
1289.2	93.6875
1289.5	93.6878
1289.8	93.6881
1290	93.6884
1290.2	93.6888
1290.5	93.6891
1290.8	93.6895
1291	93.6899
1291.2	93.6903
1291.5	93.6907
1291.8	93.6912
1292	93.6916
1292.2	93.6921
1292.5	93.6926
1292.8	93.6931
1293	93.6936
1293.2	93.6941
1293.5	93.6946
1293.8	93.6952
1294	93.6958
1294.2	93.6964
1294.5	93.697
1294.8	93.6976
1295	93.6982
1295.2	93.6988
1295.5	93.6995
1295.8	93.7002
1296	93.7008
1296.2	93.7015
1296.5	93.7023
1296.8	93.703
1297	93.7037
1297.2	93.7045
1297.5	93.7052
1297.8	93.706
1298	93.7068
1298.2	93.7076
1298.5	93.7084
1298.8	93.7092
1299	93.7101
1299.2	93.7109
1299.5	93.7118
1299.8	93.7127
1300	93.7136
1300.2	93.7145
1300.5	93.7154
1300.8	93.7163
1301	93.7172
1301.2	93.7182
1301.5	93.7191
1301.8	93.7201
1302	93.721
1302.2	93.722
1302.5	93.723
1302.8	93.724
1303	93.725
1303.2	93.7261
1303.5	93.7271
1303.8	93.7281
1304	93.7292
1304.2	93.7302
1304.5	93.7313
1304.8	93.7324
1305	93.7335
1305.2	93.7346
1305.5	93.7357
1305.8	93.7368
1306	93.7379
1306.2	93.739
1306.5	93.7401
1306.8	93.7413
1307	93.7424
1307.2	93.7436
1307.5	93.7447
1307.8	93.7459
1308	93.7471
1308.2	93.7483
1308.5	93.7494
1308.8	93.7506
1309	93.7518
1309.2	93.753
1309.5	93.7542
1309.8	93.7555
1310	93.7567
1310.2	93.7579
1310.5	93.7591
1310.8	93.7603
1311	93.7616
1311.2	93.7628
1311.5	93.764
1311.8	93.7653
1312	93.7665
1312.2	93.7678
1312.5	93.769
1312.8	93.7703
1313	93.7715
1313.2	93.7728
1313.5	93.774
1313.8	93.7753
1314	93.7765
1314.2	93.7778
1314.5	93.7791
1314.8	93.7803
1315	93.7816
1315.2	93.7828
1315.5	93.7841
1315.8	93.7854
1316	93.7866
1316.2	93.7879
1316.5	93.7891
1316.8	93.7904
1317	93.7917
1317.2	93.7929
1317.5	93.7942
1317.8	93.7954
1318	93.7967
1318.2	93.7979
1318.5	93.7991
1318.8	93.8004
1319	93.8016
1319.2	93.8029
1319.5	93.8041
1319.8	93.8053
1320	93.8065
1320.2	93.8077
1320.5	93.809
1320.8	93.8102
1321	93.8114
1321.2	93.8126
1321.5	93.8138
1321.8	93.8149
1322	93.8161
1322.2	93.8173
1322.5	93.8185
1322.8	93.8196
1323	93.8208
1323.2	93.8219
1323.5	93.8231
1323.8	93.8242
1324	93.8253
1324.2	93.8265
1324.5	93.8276
1324.8	93.8287
1325	93.8298
1325.2	93.8309
1325.5	93.832
1325.8	93.833
1326	93.8341
1326.2	93.8351
1326.5	93.8362
1326.8	93.8372
1327	93.8383
1327.2	93.8393
1327.5	93.8403
1327.8	93.8413
1328	93.8423
1328.2	93.8432
1328.5	93.8442
1328.8	93.8452
1329	93.8461
1329.2	93.8471
1329.5	93.848
1329.8	93.8489
1330	93.8498
1330.2	93.8507
1330.5	93.8516
1330.8	93.8524
1331	93.8533
1331.2	93.8541
1331.5	93.8549
1331.8	93.8558
1332	93.8566
1332.2	93.8574
1332.5	93.8581
1332.8	93.8589
1333	93.8597
1333.2	93.8604
1333.5	93.8611
1333.8	93.8618
1334	93.8626
1334.2	93.8632
1334.5	93.8639
1334.8	93.8646
1335	93.8652
1335.2	93.8659
1335.5	93.8665
1335.8	93.8671
1336	93.8677
1336.2	93.8682
1336.5	93.8688
1336.8	93.8693
1337	93.8699
1337.2	93.8704
1337.5	93.8709
1337.8	93.8714
1338	93.8719
1338.2	93.8723
1338.5	93.8728
1338.8	93.8732
1339	93.8736
1339.2	93.874
1339.5	93.8744
1339.8	93.8747
1340	93.8751
1340.2	93.8754
1340.5	93.8758
1340.8	93.8761
1341	93.8763
1341.2	93.8766
1341.5	93.8769
1341.8	93.8771
1342	93.8773
1342.2	93.8776
1342.5	93.8778
1342.8	93.8779
1343	93.8781
1343.2	93.8782
1343.5	93.8784
1343.8	93.8785
1344	93.8786
1344.2	93.8787
1344.5	93.8788
1344.8	93.8788
1345	93.8789
1345.2	93.8789
1345.5	93.8789
1345.8	93.8789
1346	93.8788
1346.2	93.8788
1346.5	93.8788
1346.8	93.8787
1347	93.8786
1347.2	93.8785
1347.5	93.8784
1347.8	93.8782
1348	93.8781
1348.2	93.8779
1348.5	93.8778
1348.8	93.8776
1349	93.8774
1349.2	93.8771
1349.5	93.8769
1349.8	93.8766
1350	93.8764
1350.2	93.8761
1350.5	93.8758
1350.8	93.8755
1351	93.8751
1351.2	93.8748
1351.5	93.8744
1351.8	93.8741
1352	93.8737
1352.2	93.8733
1352.5	93.8729
1352.8	93.8725
1353	93.872
1353.2	93.8716
1353.5	93.8711
1353.8	93.8706
1354	93.8701
1354.2	93.8696
1354.5	93.8691
1354.8	93.8685
1355	93.868
1355.2	93.8674
1355.5	93.8669
1355.8	93.8663
1356	93.8657
1356.2	93.865
1356.5	93.8644
1356.8	93.8638
1357	93.8631
1357.2	93.8625
1357.5	93.8618
1357.8	93.8611
1358	93.8604
1358.2	93.8597
1358.5	93.859
1358.8	93.8583
1359	93.8575
1359.2	93.8568
1359.5	93.856
1359.8	93.8552
1360	93.8545
1360.2	93.8537
1360.5	93.8529
1360.8	93.8521
1361	93.8512
1361.2	93.8504
1361.5	93.8496
1361.8	93.8487
1362	93.8478
1362.2	93.847
1362.5	93.8461
1362.8	93.8452
1363	93.8443
1363.2	93.8434
1363.5	93.8425
1363.8	93.8416
1364	93.8407
1364.2	93.8397
1364.5	93.8388
1364.8	93.8379
1365	93.8369
1365.2	93.8359
1365.5	93.835
1365.8	93.834
1366	93.833
1366.2	93.8321
1366.5	93.8311
1366.8	93.8301
1367	93.8291
1367.2	93.8281
1367.5	93.8271
1367.8	93.826
1368	93.825
1368.2	93.824
1368.5	93.823
1368.8	93.8219
1369	93.8209
1369.2	93.8199
1369.5	93.8188
1369.8	93.8178
1370	93.8167
1370.2	93.8157
1370.5	93.8146
1370.8	93.8136
1371	93.8125
1371.2	93.8115
1371.5	93.8104
1371.8	93.8094
1372	93.8083
1372.2	93.8072
1372.5	93.8062
1372.8	93.8051
1373	93.804
1373.2	93.803
1373.5	93.8019
1373.8	93.8009
1374	93.7998
1374.2	93.7987
1374.5	93.7977
1374.8	93.7966
1375	93.7956
1375.2	93.7945
1375.5	93.7935
1375.8	93.7924
1376	93.7913
1376.2	93.7903
1376.5	93.7893
1376.8	93.7882
1377	93.7872
1377.2	93.7861
1377.5	93.7851
1377.8	93.7841
1378	93.7831
1378.2	93.782
1378.5	93.781
1378.8	93.78
1379	93.779
1379.2	93.778
1379.5	93.777
1379.8	93.776
1380	93.775
1380.2	93.7741
1380.5	93.7731
1380.8	93.7721
1381	93.7712
1381.2	93.7702
1381.5	93.7693
1381.8	93.7683
1382	93.7674
1382.2	93.7665
1382.5	93.7655
1382.8	93.7646
1383	93.7637
1383.2	93.7628
1383.5	93.762
1383.8	93.7611
1384	93.7602
1384.2	93.7593
1384.5	93.7585
1384.8	93.7577
1385	93.7568
1385.2	93.756
1385.5	93.7552
1385.8	93.7544
1386	93.7536
1386.2	93.7528
1386.5	93.752
1386.8	93.7513
1387	93.7505
1387.2	93.7498
1387.5	93.7491
1387.8	93.7484
1388	93.7476
1388.2	93.747
1388.5	93.7463
1388.8	93.7456
1389	93.7449
1389.2	93.7443
1389.5	93.7437
1389.8	93.7431
1390	93.7424
1390.2	93.7419
1390.5	93.7413
1390.8	93.7407
1391	93.7401
1391.2	93.7396
1391.5	93.7391
1391.8	93.7386
1392	93.7381
1392.2	93.7376
1392.5	93.7371
1392.8	93.7367
1393	93.7362
1393.2	93.7358
1393.5	93.7354
1393.8	93.735
1394	93.7346
1394.2	93.7342
1394.5	93.7339
1394.8	93.7335
1395	93.7332
1395.2	93.7329
1395.5	93.7326
1395.8	93.7323
1396	93.7321
1396.2	93.7318
1396.5	93.7316
1396.8	93.7314
1397	93.7312
1397.2	93.731
1397.5	93.7308
1397.8	93.7307
1398	93.7306
1398.2	93.7304
1398.5	93.7303
1398.8	93.7303
1399	93.7302
1399.2	93.7301
1399.5	93.7301
1399.8	93.7301
1400	93.7301
1400.2	93.7301
1400.5	93.7302
1400.8	93.7302
1401	93.7303
1401.2	93.7304
1401.5	93.7305
1401.8	93.7306
1402	93.7307
1402.2	93.7309
1402.5	93.7311
1402.8	93.7313
1403	93.7315
1403.2	93.7317
1403.5	93.732
1403.8	93.7322
1404	93.7325
1404.2	93.7328
1404.5	93.7331
1404.8	93.7335
1405	93.7338
1405.2	93.7342
1405.5	93.7346
1405.8	93.735
1406	93.7354
1406.2	93.7358
1406.5	93.7363
1406.8	93.7368
1407	93.7373
1407.2	93.7378
1407.5	93.7383
1407.8	93.7389
1408	93.7394
1408.2	93.74
1408.5	93.7406
1408.8	93.7412
1409	93.7419
1409.2	93.7425
1409.5	93.7432
1409.8	93.7439
1410	93.7446
1410.2	93.7453
1410.5	93.7461
1410.8	93.7468
1411	93.7476
1411.2	93.7484
1411.5	93.7492
1411.8	93.7501
1412	93.7509
1412.2	93.7518
1412.5	93.7526
1412.8	93.7535
1413	93.7545
1413.2	93.7554
1413.5	93.7563
1413.8	93.7573
1414	93.7583
1414.2	93.7593
1414.5	93.7603
1414.8	93.7613
1415	93.7624
1415.2	93.7635
1415.5	93.7645
1415.8	93.7656
1416	93.7668
1416.2	93.7679
1416.5	93.769
1416.8	93.7702
1417	93.7714
1417.2	93.7726
1417.5	93.7738
1417.8	93.775
1418	93.7762
1418.2	93.7775
1418.5	93.7788
1418.8	93.78
1419	93.7813
1419.2	93.7827
1419.5	93.784
1419.8	93.7853
1420	93.7867
1420.2	93.7881
1420.5	93.7894
1420.8	93.7908
1421	93.7923
1421.2	93.7937
1421.5	93.7951
1421.8	93.7966
1422	93.7981
1422.2	93.7995
1422.5	93.801
1422.8	93.8025
1423	93.8041
1423.2	93.8056
1423.5	93.8071
1423.8	93.8087
1424	93.8103
1424.2	93.8118
1424.5	93.8134
1424.8	93.815
1425	93.8167
1425.2	93.8183
1425.5	93.8199
1425.8	93.8216
1426	93.8232
1426.2	93.8249
1426.5	93.8266
1426.8	93.8283
1427	93.83
1427.2	93.8317
1427.5	93.8334
1427.8	93.8352
1428	93.8369
1428.2	93.8387
1428.5	93.8404
1428.8	93.8422
1429	93.844
1429.2	93.8458
1429.5	93.8476
1429.8	93.8494
1430	93.8512
1430.2	93.853
1430.5	93.8548
1430.8	93.8567
1431	93.8585
1431.2	93.8604
1431.5	93.8622
1431.8	93.8641
1432	93.866
1432.2	93.8679
1432.5	93.8697
1432.8	93.8716
1433	93.8735
1433.2	93.8754
1433.5	93.8773
1433.8	93.8793
1434	93.8812
1434.2	93.8831
1434.5	93.885
1434.8	93.887
1435	93.8889
1435.2	93.8909
1435.5	93.8928
1435.8	93.8948
1436	93.8967
1436.2	93.8987
1436.5	93.9006
1436.8	93.9026
1437	93.9046
1437.2	93.9065
1437.5	93.9085
1437.8	93.9105
1438	93.9125
1438.2	93.9144
1438.5	93.9164
1438.8	93.9184
1439	93.9204
1439.2	93.9224
1439.5	93.9243
1439.8	93.9263
1440	93.9283
1440.2	93.9303
1440.5	93.9323
1440.8	93.9343
1441	93.9363
1441.2	93.9382
1441.5	93.9402
1441.8	93.9422
1442	93.9442
1442.2	93.9462
1442.5	93.9481
1442.8	93.9501
1443	93.9521
1443.2	93.9541
1443.5	93.956
1443.8	93.958
1444	93.96
1444.2	93.9619
1444.5	93.9639
1444.8	93.9658
1445	93.9678
1445.2	93.9698
1445.5	93.9717
1445.8	93.9736
1446	93.9756
1446.2	93.9775
1446.5	93.9794
1446.8	93.9814
1447	93.9833
1447.2	93.9852
1447.5	93.9871
1447.8	93.989
1448	93.9909
1448.2	93.9928
1448.5	93.9947
1448.8	93.9965
1449	93.9984
1449.2	94.0003
1449.5	94.0021
1449.8	94.004
1450	94.0058
1450.2	94.0076
1450.5	94.0095
1450.8	94.0113
1451	94.0131
1451.2	94.0149
1451.5	94.0167
1451.8	94.0185
1452	94.0203
1452.2	94.022
1452.5	94.0238
1452.8	94.0255
1453	94.0273
1453.2	94.029
1453.5	94.0307
1453.8	94.0325
1454	94.0342
1454.2	94.0359
1454.5	94.0375
1454.8	94.0392
1455	94.0409
1455.2	94.0425
1455.5	94.0442
1455.8	94.0458
1456	94.0474
1456.2	94.049
1456.5	94.0506
1456.8	94.0522
1457	94.0538
1457.2	94.0553
1457.5	94.0569
1457.8	94.0584
1458	94.06
1458.2	94.0615
1458.5	94.063
1458.8	94.0645
1459	94.0659
1459.2	94.0674
1459.5	94.0688
1459.8	94.0703
1460	94.0717
1460.2	94.0731
1460.5	94.0745
1460.8	94.0759
1461	94.0773
1461.2	94.0786
1461.5	94.08
1461.8	94.0813
1462	94.0826
1462.2	94.0839
1462.5	94.0852
1462.8	94.0865
1463	94.0878
1463.2	94.089
1463.5	94.0902
1463.8	94.0914
1464	94.0926
1464.2	94.0938
1464.5	94.095
1464.8	94.0962
1465	94.0973
1465.2	94.0984
1465.5	94.0996
1465.8	94.1007
1466	94.1017
1466.2	94.1028
1466.5	94.1039
1466.8	94.1049
1467	94.1059
1467.2	94.1069
1467.5	94.1079
1467.8	94.1089
1468	94.1099
1468.2	94.1108
1468.5	94.1117
1468.8	94.1127
1469	94.1136
1469.2	94.1144
1469.5	94.1153
1469.8	94.1162
1470	94.117
1470.2	94.1178
1470.5	94.1186
1470.8	94.1194
1471	94.1202
1471.2	94.121
1471.5	94.1217
1471.8	94.1224
1472	94.1231
1472.2	94.1238
1472.5	94.1245
1472.8	94.1252
1473	94.1258
1473.2	94.1265
1473.5	94.1271
1473.8	94.1277
1474	94.1283
1474.2	94.1288
1474.5	94.1294
1474.8	94.1299
1475	94.1305
1475.2	94.131
1475.5	94.1315
1475.8	94.1319
1476	94.1324
1476.2	94.1329
1476.5	94.1333
1476.8	94.1337
1477	94.1341
1477.2	94.1345
1477.5	94.1349
1477.8	94.1352
1478	94.1356
1478.2	94.1359
1478.5	94.1362
1478.8	94.1365
1479	94.1368
1479.2	94.1371
1479.5	94.1373
1479.8	94.1376
1480	94.1378
1480.2	94.138
1480.5	94.1382
1480.8	94.1384
1481	94.1386
1481.2	94.1387
1481.5	94.1389
1481.8	94.139
1482	94.1391
1482.2	94.1392
1482.5	94.1393
1482.8	94.1394
1483	94.1394
1483.2	94.1395
1483.5	94.1395
1483.8	94.1395
1484	94.1396
1484.2	94.1396
1484.5	94.1395
1484.8	94.1395
1485	94.1395
1485.2	94.1394
1485.5	94.1394
1485.8	94.1393
1486	94.1392
1486.2	94.1391
1486.5	94.139
1486.8	94.1389
1487	94.1388
1487.2	94.1386
1487.5	94.1385
1487.8	94.1383
1488	94.1381
